X,Y,Z
513632.59375,5403198.0,291.29998779296875
513632.53125,5403196.5,291.32000732421875
513632.5,5403195.0,291.3800048828125
513632.4375,5403193.5,291.2799987792969
513632.28125,5403188.5,291.5299987792969
513632.21875,5403187.0,291.54998779296875
513632.15625,5403185.5,291.5400085449219
513630.96875,5403187.0,291.5400085449219
513631.0,5403188.5,291.4800109863281
513631.03125,5403190.0,291.2799987792969
513631.15625,5403194.5,291.29998779296875
513631.1875,5403196.0,291.32000732421875
513631.25,5403197.5,291.3299865722656
513631.28125,5403199.0,291.2799987792969
513631.3125,5403200.5,291.3299865722656
513631.34375,5403202.0,291.3399963378906
513631.375,5403203.5,291.2799987792969
513631.4375,5403205.0,291.2900085449219
513631.46875,5403206.5,291.3299865722656
513631.5,5403208.0,291.3599853515625
513631.5625,5403209.5,291.29998779296875
513631.75,5403217.0,291.5299987792969
513631.78125,5403218.5,291.17999267578125
513631.8125,5403220.0,291.2099914550781
513631.875,5403221.5,291.0799865722656
513631.90625,5403223.0,291.0299987792969
513631.9375,5403225.0,291.04998779296875
513631.96875,5403226.5,290.95001220703125
513632.03125,5403228.0,291.0
513632.0625,5403229.5,290.92999267578125
513632.09375,5403231.0,290.8399963378906
513632.125,5403232.5,291.07000732421875
513632.21875,5403235.5,291.010009765625
513632.25,5403237.0,291.0899963378906
513632.28125,5403238.5,290.95001220703125
513632.375,5403241.5,291.07000732421875
513632.40625,5403243.0,290.80999755859375
513632.53125,5403247.5,290.54998779296875
513632.5625,5403249.0,290.4200134277344
513632.59375,5403250.0,290.3299865722656
513632.59375,5403256.0,289.69000244140625
513632.59375,5403256.0,289.7200012207031
513632.59375,5403256.0,289.6600036621094
513632.59375,5403256.0,289.7300109863281
513632.5625,5403256.0,289.7799987792969
513632.53125,5403255.5,289.7300109863281
513632.5,5403255.0,289.79998779296875
513632.5,5403254.5,289.9100036621094
513632.4375,5403253.5,289.94000244140625
513632.40625,5403252.5,290.0899963378906
513632.375,5403251.5,290.20001220703125
513632.3125,5403250.0,290.32000732421875
513632.28125,5403249.0,290.42999267578125
513632.21875,5403247.5,290.4700012207031
513632.0625,5403243.5,290.7699890136719
513632.03125,5403242.0,290.8699951171875
513631.875,5403238.0,291.0199890136719
513631.8125,5403236.5,291.010009765625
513631.78125,5403235.0,291.0799865722656
513631.65625,5403232.0,291.0299987792969
513631.59375,5403230.5,290.8900146484375
513631.5625,5403229.0,290.8999938964844
513631.5,5403228.0,291.010009765625
513631.4375,5403226.0,291.0299987792969
513631.375,5403225.0,290.9800109863281
513631.34375,5403223.0,291.0899963378906
513631.28125,5403222.0,291.07000732421875
513631.21875,5403220.5,291.07000732421875
513631.15625,5403218.5,291.2300109863281
513631.125,5403217.5,291.5199890136719
513631.0625,5403215.5,291.9599914550781
513631.03125,5403214.5,291.8699951171875
513630.84375,5403210.0,291.32000732421875
513630.78125,5403208.0,291.32000732421875
513630.71875,5403207.0,291.32000732421875
513630.65625,5403205.5,291.2300109863281
513630.625,5403204.0,291.239990234375
513630.5625,5403202.5,291.29998779296875
513630.5,5403201.0,291.25
513630.4375,5403199.5,291.3399963378906
513630.375,5403198.0,291.2699890136719
513630.34375,5403196.0,291.29998779296875
513630.28125,5403194.5,291.2699890136719
513630.125,5403190.0,291.3800048828125
513630.0625,5403188.5,291.4200134277344
513630.0,5403187.5,291.5299987792969
513628.78125,5403188.5,291.44000244140625
513628.8125,5403190.0,291.3699951171875
513628.84375,5403191.5,291.25
513628.96875,5403196.0,291.25
513629.0,5403197.5,291.20001220703125
513629.0625,5403199.0,291.2799987792969
513629.09375,5403200.5,291.2099914550781
513629.125,5403202.0,291.19000244140625
513629.15625,5403203.5,291.2900085449219
513629.21875,5403205.0,291.239990234375
513629.25,5403206.5,291.2799987792969
513629.28125,5403208.0,291.2699890136719
513629.34375,5403209.5,291.2900085449219
513629.375,5403211.0,291.32000732421875
513629.53125,5403217.0,291.8500061035156
513629.5625,5403218.5,291.20001220703125
513629.625,5403220.5,291.07000732421875
513629.65625,5403222.0,291.1099853515625
513629.6875,5403223.5,291.010009765625
513629.71875,5403225.0,290.9599914550781
513629.78125,5403226.5,290.9800109863281
513629.8125,5403228.0,290.8999938964844
513629.84375,5403229.5,290.8900146484375
513629.875,5403231.0,290.82000732421875
513629.90625,5403232.5,290.8900146484375
513630.0625,5403237.0,290.9700012207031
513630.09375,5403238.5,290.8800048828125
513630.25,5403244.5,290.5899963378906
513630.28125,5403246.0,290.4700012207031
513630.3125,5403247.5,290.3299865722656
513630.34375,5403249.0,290.2200012207031
513630.375,5403250.5,290.1600036621094
513630.40625,5403251.5,289.989990234375
513630.40625,5403252.0,289.9700012207031
513630.4375,5403253.0,289.8699951171875
513630.4375,5403253.5,289.7900085449219
513630.4375,5403253.5,289.8800048828125
513630.4375,5403254.0,289.82000732421875
513630.4375,5403254.0,289.8900146484375
513630.4375,5403254.5,289.80999755859375
513630.4375,5403254.5,289.7699890136719
513630.4375,5403255.0,289.7799987792969
513630.4375,5403255.0,289.7699890136719
513630.4375,5403255.0,289.7200012207031
513630.4375,5403255.5,289.7699890136719
513630.40625,5403255.5,289.739990234375
513630.40625,5403255.5,289.7900085449219
513630.40625,5403255.5,289.7300109863281
513630.40625,5403256.0,289.69000244140625
513630.40625,5403256.0,289.760009765625
513630.40625,5403256.0,289.7300109863281
513630.375,5403256.0,289.70001220703125
513630.375,5403256.0,289.7200012207031
513630.375,5403256.0,289.70001220703125
513630.34375,5403256.0,289.6499938964844
513630.34375,5403255.5,289.67999267578125
513630.3125,5403255.0,289.69000244140625
513630.28125,5403254.5,289.7799987792969
513630.25,5403253.5,289.8500061035156
513630.21875,5403252.5,289.8800048828125
513630.15625,5403251.5,290.05999755859375
513630.125,5403250.0,290.1300048828125
513630.03125,5403247.5,290.3999938964844
513629.90625,5403245.0,290.55999755859375
513629.875,5403243.5,290.6700134277344
513629.8125,5403242.0,290.70001220703125
513629.71875,5403239.0,290.80999755859375
513629.65625,5403238.0,290.8299865722656
513629.625,5403236.5,290.92999267578125
513629.5,5403233.5,290.94000244140625
513629.4375,5403232.0,290.7799987792969
513629.40625,5403230.5,290.8299865722656
513629.34375,5403229.0,290.95001220703125
513629.28125,5403227.5,290.8900146484375
513629.25,5403226.5,290.92999267578125
513629.1875,5403225.0,290.9599914550781
513629.125,5403223.5,290.9700012207031
513629.0625,5403222.0,291.07000732421875
513629.03125,5403220.5,291.1199951171875
513628.96875,5403219.0,291.1499938964844
513628.90625,5403217.5,291.760009765625
513628.6875,5403211.5,291.20001220703125
513628.625,5403210.0,291.2900085449219
513628.5625,5403208.5,291.25
513628.53125,5403207.0,291.2300109863281
513628.46875,5403205.5,291.25
513628.40625,5403204.0,291.2099914550781
513628.34375,5403202.5,291.2300109863281
513628.3125,5403201.0,291.2300109863281
513628.25,5403199.5,291.260009765625
513628.1875,5403198.0,291.25
513628.125,5403196.5,291.2300109863281
513627.96875,5403192.0,291.1499938964844
513627.90625,5403190.5,291.4200134277344
513627.84375,5403189.0,291.4200134277344
513626.59375,5403188.5,291.4200134277344
513626.625,5403190.0,291.3399963378906
513626.78125,5403196.0,291.1199951171875
513626.8125,5403197.5,291.2099914550781
513626.84375,5403199.0,291.1099853515625
513626.875,5403201.0,291.1400146484375
513626.9375,5403202.5,291.1499938964844
513626.96875,5403203.5,291.1400146484375
513627.0,5403205.0,291.1700134277344
513627.0625,5403207.0,291.1300048828125
513627.09375,5403208.5,291.20001220703125
513627.125,5403209.5,291.1600036621094
513627.15625,5403211.0,291.239990234375
513627.21875,5403213.0,291.44000244140625
513627.375,5403219.0,291.3500061035156
513627.40625,5403220.5,291.0799865722656
513627.4375,5403222.0,291.010009765625
513627.5,5403223.5,290.9599914550781
513627.53125,5403225.0,290.9200134277344
513627.5625,5403226.5,290.8500061035156
513627.625,5403228.0,290.8699951171875
513627.65625,5403229.5,290.80999755859375
513627.6875,5403231.0,290.7699890136719
513627.71875,5403232.5,290.760009765625
513627.78125,5403234.0,290.82000732421875
513627.84375,5403237.0,290.80999755859375
513627.875,5403238.5,290.8399963378906
513627.9375,5403240.0,290.79998779296875
513627.96875,5403241.5,290.67999267578125
513628.0,5403243.0,290.6199951171875
513628.0625,5403245.0,290.54998779296875
513628.09375,5403246.5,290.3599853515625
513628.125,5403248.0,290.30999755859375
513628.15625,5403249.0,290.2300109863281
513628.1875,5403250.5,290.0299987792969
513628.21875,5403251.5,289.94000244140625
513628.21875,5403252.5,289.8399963378906
513628.25,5403253.0,289.739990234375
513628.25,5403253.5,289.739990234375
513628.25,5403254.0,289.79998779296875
513628.25,5403254.0,289.7799987792969
513628.25,5403254.5,289.760009765625
513628.25,5403254.5,289.760009765625
513628.25,5403255.0,289.760009765625
513628.25,5403255.0,289.70001220703125
513628.25,5403255.0,289.6499938964844
513628.25,5403255.5,289.760009765625
513628.25,5403255.5,289.67999267578125
513628.25,5403255.5,289.760009765625
513628.21875,5403256.0,289.69000244140625
513628.21875,5403256.0,289.70001220703125
513628.21875,5403256.0,289.70001220703125
513628.21875,5403256.0,289.6700134277344
513628.21875,5403256.0,289.7200012207031
513628.1875,5403256.0,289.70001220703125
513628.1875,5403256.0,289.67999267578125
513628.1875,5403256.0,289.70001220703125
513628.1875,5403256.0,289.6700134277344
513628.15625,5403256.0,289.6499938964844
513628.15625,5403256.0,289.7099914550781
513628.125,5403256.0,289.6600036621094
513628.125,5403255.5,289.739990234375
513628.09375,5403254.5,289.70001220703125
513628.0625,5403254.0,289.80999755859375
513628.03125,5403252.5,289.8399963378906
513627.96875,5403251.5,290.19000244140625
513627.9375,5403250.5,290.0899963378906
513627.875,5403249.0,290.260009765625
513627.84375,5403247.5,290.2799987792969
513627.78125,5403246.5,290.4100036621094
513627.71875,5403245.0,290.4599914550781
513627.6875,5403243.5,290.489990234375
513627.59375,5403241.0,290.70001220703125
513627.53125,5403239.5,290.7799987792969
513627.46875,5403238.0,290.79998779296875
513627.3125,5403233.5,290.7699890136719
513627.25,5403232.5,290.75
513627.21875,5403231.0,290.80999755859375
513627.15625,5403229.5,290.8500061035156
513627.09375,5403228.0,290.9100036621094
513627.03125,5403226.5,290.9200134277344
513627.0,5403225.0,290.94000244140625
513626.9375,5403223.5,291.0
513626.875,5403222.0,291.05999755859375
513626.8125,5403220.5,291.0400085449219
513626.78125,5403219.0,291.5400085449219
513626.625,5403214.5,291.9700012207031
513626.5625,5403213.0,291.3599853515625
