X,Y,Z
512204.125,5403685.0,333.1199951171875
512204.125,5403684.5,333.20001220703125
512204.09375,5403682.0,333.1499938964844
512204.09375,5403681.0,332.9599914550781
512204.0625,5403679.5,332.9800109863281
512204.03125,5403678.5,333.0
512204.03125,5403677.0,332.95001220703125
512204.0,5403676.0,332.92999267578125
512203.96875,5403674.5,333.07000732421875
512203.96875,5403606.0,331.1400146484375
512204.0,5403607.5,331.1499938964844
512204.0625,5403609.0,331.1300048828125
512204.09375,5403610.0,331.04998779296875
512204.125,5403611.5,331.1499938964844
512204.15625,5403613.0,331.19000244140625
512204.1875,5403614.5,331.25
512204.21875,5403615.5,331.29998779296875
512204.25,5403617.0,331.32000732421875
512204.3125,5403618.5,331.3299865722656
512204.34375,5403620.0,331.4100036621094
512204.375,5403621.5,331.4599914550781
512204.40625,5403622.5,331.3699951171875
512204.4375,5403624.0,331.54998779296875
512204.46875,5403625.5,331.54998779296875
512204.5,5403627.0,331.5799865722656
512204.5625,5403629.5,331.75
512204.625,5403631.0,331.82000732421875
512204.625,5403632.5,331.8800048828125
512204.8125,5403639.5,332.010009765625
512204.84375,5403640.5,332.1499938964844
512204.875,5403642.0,332.0899963378906
512204.90625,5403643.5,332.1400146484375
512204.96875,5403645.0,332.1400146484375
512205.0,5403646.0,332.05999755859375
512205.03125,5403647.5,332.1499938964844
512205.0625,5403649.0,332.17999267578125
512205.09375,5403650.5,332.239990234375
512205.125,5403652.0,332.3599853515625
512205.15625,5403653.0,332.3399963378906
512205.25,5403656.0,332.3999938964844
512205.28125,5403657.5,332.3800048828125
512205.375,5403661.5,332.6300048828125
512205.40625,5403663.0,332.7200012207031
512205.4375,5403664.5,332.79998779296875
512205.46875,5403665.5,332.9200134277344
512205.5,5403667.0,333.0799865722656
512205.625,5403671.5,333.04998779296875
512205.65625,5403672.5,333.0199890136719
512205.6875,5403674.0,332.9200134277344
512205.71875,5403675.5,332.94000244140625
512205.78125,5403677.0,332.95001220703125
512205.8125,5403678.5,332.9200134277344
512205.84375,5403679.5,332.9700012207031
512205.875,5403681.0,332.9700012207031
512205.90625,5403682.0,332.92999267578125
512205.9375,5403683.0,333.1199951171875
512205.9375,5403684.0,333.20001220703125
512206.15625,5403684.0,333.1499938964844
512206.15625,5403682.5,332.9599914550781
512206.15625,5403681.5,332.95001220703125
512206.125,5403680.0,332.8800048828125
512206.125,5403679.0,332.94000244140625
512206.09375,5403677.5,332.92999267578125
512206.0625,5403676.5,332.9200134277344
512206.0625,5403675.0,333.010009765625
512206.03125,5403674.0,333.0400085449219
512206.0,5403672.5,332.9700012207031
512206.0,5403671.0,333.0899963378906
512205.96875,5403670.0,332.989990234375
512205.90625,5403664.5,332.8399963378906
512205.875,5403663.5,332.6700134277344
512205.875,5403662.0,332.6499938964844
512205.84375,5403660.5,332.8599853515625
512205.78125,5403658.0,332.8299865722656
512205.78125,5403656.5,332.4100036621094
512205.78125,5403655.0,332.32000732421875
512205.75,5403654.0,332.3299865722656
512205.71875,5403652.5,332.3299865722656
512205.71875,5403651.0,332.239990234375
512205.6875,5403649.5,332.2200012207031
512205.65625,5403648.5,332.1700134277344
512205.65625,5403647.0,332.05999755859375
512205.625,5403645.5,332.04998779296875
512205.625,5403644.0,332.010009765625
512205.59375,5403643.0,332.0400085449219
512205.5625,5403641.5,332.0899963378906
512205.5625,5403640.0,332.010009765625
512205.53125,5403639.0,331.9700012207031
512205.5,5403637.5,331.95001220703125
512205.46875,5403634.5,331.95001220703125
512205.4375,5403633.0,331.8800048828125
512205.4375,5403632.0,331.760009765625
512205.40625,5403630.5,331.75
512205.375,5403629.0,331.7900085449219
512205.375,5403627.5,331.6600036621094
512205.375,5403626.5,331.6000061035156
512205.34375,5403625.0,331.5199890136719
512205.3125,5403623.5,331.3500061035156
512205.3125,5403622.0,331.3599853515625
512205.28125,5403621.0,331.3800048828125
512205.25,5403619.5,331.3299865722656
512205.25,5403618.0,331.3699951171875
512205.21875,5403616.5,331.2799987792969
512205.1875,5403615.5,331.2900085449219
512205.1875,5403614.0,331.25
512205.15625,5403612.5,331.0799865722656
512205.125,5403611.0,331.1099853515625
512205.125,5403610.0,331.010009765625
512205.09375,5403608.5,331.1199951171875
512205.0625,5403607.0,331.19000244140625
512205.0625,5403605.5,331.1499938964844
512205.03125,5403604.5,331.3900146484375
512205.0,5403603.0,331.2799987792969
512204.96875,5403600.0,331.0199890136719
512204.9375,5403598.5,331.4599914550781
512204.90625,5403597.5,331.6000061035156
512204.90625,5403596.0,330.8500061035156
512204.875,5403594.5,330.9200134277344
512204.875,5403593.0,330.8900146484375
512204.84375,5403592.0,330.94000244140625
512204.8125,5403590.5,330.94000244140625
512204.8125,5403589.0,331.04998779296875
512204.75,5403586.5,331.0899963378906
512205.5625,5403588.5,330.9700012207031
512205.59375,5403590.0,330.9100036621094
512205.625,5403591.5,330.9100036621094
512205.65625,5403592.5,330.9100036621094
512205.71875,5403594.0,330.8800048828125
512205.75,5403595.5,330.80999755859375
512205.78125,5403597.0,330.8500061035156
512205.78125,5403598.0,331.5199890136719
512205.84375,5403599.5,331.1000061035156
512205.875,5403601.0,330.9800109863281
512205.90625,5403602.5,331.0299987792969
512206.0,5403605.0,331.0400085449219
512206.03125,5403606.5,331.07000732421875
512206.0625,5403608.0,331.0899963378906
512206.125,5403609.5,331.0199890136719
512206.15625,5403610.5,331.0199890136719
512206.1875,5403612.0,331.0199890136719
512206.21875,5403613.5,331.1600036621094
512206.25,5403615.0,331.20001220703125
512206.28125,5403616.0,331.19000244140625
512206.3125,5403617.5,331.29998779296875
512206.375,5403619.0,331.2799987792969
512206.375,5403620.5,331.30999755859375
512206.4375,5403621.5,331.3299865722656
512206.46875,5403623.0,331.32000732421875
512206.5,5403624.5,331.4700012207031
512206.53125,5403626.0,331.510009765625
512206.5625,5403627.0,331.5299987792969
512206.59375,5403628.5,331.5899963378906
512206.625,5403630.0,331.69000244140625
512206.65625,5403631.5,331.69000244140625
512206.6875,5403633.0,331.7900085449219
512206.75,5403634.0,331.82000732421875
512206.78125,5403635.5,331.8699951171875
512206.8125,5403637.0,331.92999267578125
512206.84375,5403638.5,331.9200134277344
512206.875,5403639.5,331.9800109863281
512206.90625,5403641.0,332.05999755859375
512206.9375,5403642.5,331.8699951171875
512207.0,5403644.0,331.9700012207031
512207.03125,5403645.0,332.04998779296875
512207.0625,5403646.5,332.04998779296875
512207.09375,5403648.0,332.17999267578125
512207.125,5403649.5,332.20001220703125
512207.15625,5403651.0,332.2200012207031
512207.1875,5403652.0,332.2699890136719
512207.21875,5403653.5,332.2099914550781
512207.3125,5403656.5,332.3999938964844
512207.34375,5403658.0,332.44000244140625
512207.375,5403659.0,332.5799865722656
512207.40625,5403660.5,332.5799865722656
512207.4375,5403662.0,332.67999267578125
512207.5,5403664.5,333.1600036621094
512207.59375,5403669.0,333.0400085449219
512207.6875,5403671.5,333.04998779296875
512207.71875,5403673.0,332.9700012207031
512207.75,5403674.5,332.8900146484375
512207.78125,5403676.0,333.0
512207.84375,5403677.5,332.8800048828125
512207.875,5403679.0,332.8999938964844
512207.90625,5403680.0,332.8800048828125
512207.9375,5403681.5,332.8900146484375
