X,Y,Z
499449.5625,5418648.5,254.3300018310547
499449.75,5418654.0,256.0299987792969
499449.46875,5418662.5,271.20001220703125
499449.84375,5418668.5,269.7799987792969
499449.96875,5418674.0,272.2300109863281
499450.0625,5418679.0,275.3900146484375
499451.96875,5418692.0,245.5800018310547
499451.5,5418694.5,259.29998779296875
499452.34375,5418703.5,249.1300048828125
499452.9375,5418711.0,243.69000244140625
499452.8125,5418715.0,250.9600067138672
499452.9375,5418720.0,253.9600067138672
499453.15625,5418726.0,254.86000061035156
499449.65625,5418561.5,252.94000244140625
499450.3125,5418568.0,245.4600067138672
499450.5625,5418573.5,245.5500030517578
499450.84375,5418579.5,245.47999572753906
499451.09375,5418585.0,245.42999267578125
499451.375,5418591.0,245.32000732421875
499451.1875,5418595.5,254.8300018310547
499451.0,5418600.0,263.7699890136719
499451.65625,5418606.5,255.66000366210938
499451.40625,5418611.0,266.3399963378906
499453.65625,5418645.0,251.66000366210938
499453.5625,5418649.5,258.4100036621094
499453.78125,5418655.0,259.3800048828125
499454.34375,5418662.0,254.00999450683594
499453.59375,5418663.5,273.07000732421875
499454.53125,5418672.5,260.5899963378906
499455.625,5418682.0,245.5399932861328
499455.21875,5418684.5,258.5299987792969
499455.28125,5418690.0,262.0400085449219
499456.59375,5418700.5,243.77999877929688
499456.96875,5418709.5,244.75999450683594
499457.0,5418714.5,249.3300018310547
499457.28125,5418720.5,249.41000366210938
499457.3125,5418725.0,253.72000122070312
499458.0,5418733.5,246.88999938964844
499450.1875,5418478.5,246.6699981689453
499450.46875,5418484.5,246.5800018310547
499450.71875,5418490.0,246.44000244140625
499451.0,5418495.5,246.38999938964844
499451.28125,5418501.0,246.3000030517578
499451.40625,5418507.0,249.32000732421875
499451.8125,5418512.5,246.08999633789062
499452.09375,5418518.0,246.0399932861328
499452.15625,5418524.0,250.2100067138672
499452.625,5418529.5,245.83999633789062
499452.90625,5418535.5,245.69000244140625
499453.1875,5418541.0,245.67999267578125
499453.28125,5418546.5,249.4199981689453
499453.71875,5418552.5,245.57000732421875
499453.8125,5418558.0,249.0399932861328
499454.25,5418564.0,245.49000549316406
499454.375,5418569.0,248.89999389648438
499454.8125,5418575.5,245.5500030517578
499455.0625,5418581.0,245.4600067138672
499455.34375,5418586.5,245.4499969482422
499455.625,5418592.5,245.25
499455.375,5418597.0,255.30999755859375
499454.96875,5418601.0,268.6400146484375
499455.3125,5418607.0,267.7300109863281
499456.8125,5418616.0,243.27000427246094
499457.0,5418636.5,260.5299987792969
499457.09375,5418641.5,264.0
499458.34375,5418651.0,245.9199981689453
499457.90625,5418654.0,259.1099853515625
499458.0625,5418659.5,261.1300048828125
499458.28125,5418665.0,262.30999755859375
499459.125,5418673.0,251.83999633789062
499459.75,5418680.5,245.55999755859375
499459.0625,5418682.5,263.1400146484375
499459.71875,5418690.0,256.1000061035156
499460.6875,5418699.0,244.10000610351562
499461.0,5418705.5,243.42999267578125
499461.15625,5418711.0,245.9600067138672
499461.5,5418717.0,244.99000549316406
499461.71875,5418723.0,245.97999572753906
499462.0,5418729.5,246.10000610351562
499449.4375,5418395.5,269.010009765625
499450.40625,5418398.5,249.8800048828125
499450.71875,5418404.0,249.38999938964844
499450.96875,5418409.5,249.25999450683594
499451.25,5418415.0,249.1699981689453
499451.53125,5418421.0,249.08999633789062
499451.8125,5418426.5,248.77999877929688
499452.09375,5418432.0,248.47000122070312
499452.34375,5418438.0,248.49000549316406
499452.625,5418443.5,248.19000244140625
499452.90625,5418449.0,247.80999755859375
499453.1875,5418454.5,247.47000122070312
499453.46875,5418460.5,247.22000122070312
499453.75,5418466.0,247.08999633789062
499454.03125,5418471.5,246.9600067138672
499454.28125,5418477.5,246.83999633789062
499454.5625,5418483.0,246.66000366210938
499454.6875,5418489.0,250.1300048828125
499455.09375,5418494.5,246.5399932861328
499455.375,5418500.0,246.3800048828125
499455.65625,5418505.5,246.25
499455.90625,5418511.5,246.19000244140625
499456.1875,5418517.0,246.24000549316406
499456.28125,5418522.5,249.89999389648438
499456.75,5418528.5,245.86000061035156
499457.0,5418534.0,245.75999450683594
499457.28125,5418539.5,245.74000549316406
499457.3125,5418545.5,250.5800018310547
499457.8125,5418551.0,245.58999633789062
499458.09375,5418557.0,245.57000732421875
499458.1875,5418562.5,248.83999633789062
499458.625,5418568.5,245.55999755859375
499458.90625,5418574.0,245.5500030517578
499459.15625,5418580.0,245.5
499459.4375,5418585.5,245.52000427246094
499459.71875,5418591.5,245.32000732421875
499459.4375,5418596.0,256.6700134277344
499459.21875,5418600.0,266.05999755859375
499459.40625,5418605.5,267.9100036621094
499460.09375,5418612.5,259.3399963378906
499461.40625,5418636.0,254.92999267578125
499461.28125,5418640.5,262.5899963378906
499461.625,5418646.5,260.79998779296875
499462.1875,5418653.5,255.55999755859375
499463.03125,5418661.5,245.4499969482422
499462.53125,5418664.5,259.57000732421875
499463.0,5418671.0,255.6999969482422
499463.125,5418676.5,258.7699890136719
499463.25,5418681.5,261.5299987792969
499464.5,5418692.0,243.88999938964844
499464.84375,5418698.0,243.1699981689453
499465.1875,5418709.5,247.2100067138672
499464.71875,5418712.0,260.2799987792969
499465.03125,5418718.0,260.0
499466.125,5418728.0,246.02000427246094
499466.375,5418734.0,246.82000732421875
499450.78125,5418335.5,268.45001220703125
499451.0625,5418341.0,268.2799987792969
499451.03125,5418348.5,276.45001220703125
499451.4375,5418353.0,272.739990234375
499451.90625,5418357.5,266.55999755859375
499452.375,5418362.0,261.489990234375
499452.6875,5418367.5,259.55999755859375
499452.53125,5418375.0,270.8399963378906
499452.71875,5418381.0,272.9700012207031
499453.4375,5418384.5,261.1000061035156
499453.6875,5418390.0,261.20001220703125
499453.3125,5418398.5,278.1400146484375
499454.65625,5418400.0,249.97999572753906
499454.9375,5418405.5,249.47999572753906
