X,Y,Z
513450.03125,5402650.0,296.29998779296875
513450.03125,5402651.5,295.44000244140625
513450.09375,5402655.0,292.1000061035156
513450.0625,5402656.5,292.1600036621094
513450.0625,5402658.5,292.19000244140625
513450.03125,5402660.0,292.3800048828125
513450.0,5402661.5,292.45001220703125
513450.0,5402683.5,292.8699951171875
513450.03125,5402682.0,292.9100036621094
513450.09375,5402680.5,293.05999755859375
513450.09375,5402679.0,293.17999267578125
513450.125,5402677.5,293.1600036621094
513450.1875,5402676.0,293.17999267578125
513450.21875,5402674.5,293.0799865722656
513450.25,5402673.0,293.0299987792969
513450.28125,5402671.5,293.0799865722656
513450.28125,5402670.0,294.6600036621094
513450.40625,5402667.0,292.8399963378906
513450.4375,5402665.5,292.739990234375
513450.46875,5402664.0,292.79998779296875
513450.5,5402662.5,292.7099914550781
513450.5625,5402661.0,292.4800109863281
513450.59375,5402659.5,292.3800048828125
513450.625,5402658.0,292.260009765625
513450.65625,5402656.5,292.0400085449219
513450.71875,5402655.0,292.07000732421875
513450.65625,5402653.0,295.2099914550781
513452.09375,5402652.0,295.6600036621094
513452.09375,5402655.5,293.7200012207031
513452.09375,5402658.5,292.55999755859375
513452.03125,5402661.5,292.79998779296875
513452.0,5402663.5,293.0799865722656
513452.0,5402665.0,293.05999755859375
513451.96875,5402666.5,293.0400085449219
513451.90625,5402668.0,294.67999267578125
513451.875,5402669.5,294.9700012207031
513451.84375,5402671.0,295.6199951171875
513451.84375,5402672.5,295.010009765625
513451.8125,5402675.5,294.6400146484375
513451.78125,5402677.5,294.8599853515625
513451.78125,5402679.0,293.9800109863281
513451.75,5402682.0,293.5400085449219
513451.71875,5402684.0,293.4100036621094
513451.6875,5402685.5,293.2200012207031
513451.6875,5402687.0,292.989990234375
513451.65625,5402688.5,292.8500061035156
513451.65625,5402690.0,292.7900085449219
513451.625,5402691.5,292.7200012207031
513451.625,5402692.5,292.739990234375
513451.625,5402693.5,292.7699890136719
513451.625,5402694.5,292.7699890136719
513451.59375,5402695.0,292.760009765625
513451.625,5402695.5,292.67999267578125
513451.625,5402695.5,292.7300109863281
513451.625,5402696.0,292.7200012207031
513451.625,5402696.0,292.7200012207031
513451.625,5402696.0,292.7799987792969
513451.625,5402696.5,292.7799987792969
513451.625,5402696.5,292.7799987792969
513451.625,5402696.5,292.75
513451.625,5402697.0,292.739990234375
513451.625,5402697.0,292.79998779296875
513451.65625,5402697.0,292.739990234375
513451.65625,5402697.0,292.80999755859375
513451.65625,5402697.0,292.79998779296875
513451.65625,5402697.5,292.7200012207031
513451.65625,5402697.5,292.7200012207031
513451.6875,5402697.5,292.760009765625
513451.6875,5402697.5,292.75
513451.6875,5402697.5,292.7799987792969
513451.6875,5402697.5,292.70001220703125
513451.71875,5402697.5,292.739990234375
513451.71875,5402697.5,292.7699890136719
513451.71875,5402697.5,292.760009765625
513451.75,5402697.0,292.75
513451.75,5402696.5,292.7900085449219
513451.78125,5402695.5,292.7699890136719
513451.8125,5402694.5,292.80999755859375
513451.84375,5402693.5,292.7900085449219
513451.875,5402692.5,292.739990234375
513451.90625,5402691.0,292.8399963378906
513451.9375,5402689.5,292.8599853515625
513451.96875,5402688.0,293.0
513452.0,5402686.5,293.260009765625
513452.03125,5402685.0,293.3800048828125
513452.0625,5402683.5,293.489990234375
513452.125,5402679.5,294.1000061035156
513452.25,5402673.5,295.0199890136719
513452.28125,5402672.0,295.3699951171875
513452.3125,5402670.5,295.6300048828125
513452.4375,5402667.5,293.30999755859375
513452.46875,5402666.0,293.1700134277344
513452.53125,5402664.5,293.1000061035156
